,0
Annual return,2.9443182748834738
Cumulative returns,0.3345759900223928
Annual volatility,1.085840952349612
Sharpe ratio,1.8266883271159713
Calmar ratio,6.278469946306833
Stability,0.17698646276098767
Max drawdown,-0.46895474535406545
Omega ratio,1.3784320177848803
Sortino ratio,2.5493001530946335
Skew,-0.9681604687155263
Kurtosis,3.099199505577939
Tail ratio,1.0057447943555262
Daily value at risk,-0.1289320971693563
