,0
Annual return,1.738532718561384
Cumulative returns,0.235997694670943
Annual volatility,1.4300002690159932
Sharpe ratio,1.4042712215430333
Calmar ratio,3.337579411933345
Stability,0.45771607778677115
Max drawdown,-0.5208962855970853
Omega ratio,1.2720851137884044
Sortino ratio,2.146409635457843
Skew,0.13952741898302892
Kurtosis,0.6250607222407027
Tail ratio,0.8007167409798898
Daily value at risk,-0.1721944159296961
