,0
Annual return,2.5888105638121934
Cumulative returns,0.308325442522402
Annual volatility,0.9552405400561409
Sharpe ratio,1.8376088822145693
Calmar ratio,6.446728981299001
Stability,0.0004885336377251554
Max drawdown,-0.40156962877173
Omega ratio,1.4091293928281647
Sortino ratio,2.50295564343514
Skew,-1.3257210598993605
Kurtosis,4.408650971607869
Tail ratio,1.190606366149222
Daily value at risk,-0.11338328743558881
