,0
Annual return,3.7150283037134004
Cumulative returns,0.38562435533170913
Annual volatility,1.014746164841148
Sharpe ratio,2.064422031417437
Calmar ratio,9.08039054123188
Stability,0.0032187820579038322
Max drawdown,-0.40912648931170376
Omega ratio,1.4768338319403536
Sortino ratio,2.8216815137194518
Skew,-1.3999269816082025
Kurtosis,4.879218876202916
Tail ratio,1.2137194823046022
Daily value at risk,-0.11953304608460465
