,0
Annual return,0.9614884969698765
Cumulative returns,0.15222128884438013
Annual volatility,0.9442554463467108
Sharpe ratio,1.2041487340541734
Calmar ratio,2.3947478658611314
Stability,0.14293874374431373
Max drawdown,-0.40149884281205245
Omega ratio,1.2538071456940676
Sortino ratio,1.6135022015124947
Skew,-1.2370004012803848
Kurtosis,4.1229057087696885
Tail ratio,1.1763971144346483
Daily value at risk,-0.11445300405348464
