,0
Annual return,2.2518949771910806
Cumulative returns,0.28147828214692083
Annual volatility,1.0971699243911428
Sharpe ratio,1.6687211922224334
Calmar ratio,5.084085397738344
Stability,0.11424896892195507
Max drawdown,-0.4429302029806259
Omega ratio,1.3561710052700193
Sortino ratio,2.1710505304720216
Skew,-1.793190307341291
Kurtosis,5.997430974456432
Tail ratio,0.8724976805756033
Daily value at risk,-0.13096505748698992
