,0
Annual return,1.5707182599084395
Cumulative returns,0.21966796570667402
Annual volatility,0.9572966402947568
Sharpe ratio,1.4863217465970704
Calmar ratio,3.844735408215471
Stability,0.06703034136616048
Max drawdown,-0.4085374136675601
Omega ratio,1.3213971216822162
Sortino ratio,1.9986294029636156
Skew,-1.313935293830523
Kurtosis,4.436040826577004
Tail ratio,1.1559046474963222
Daily value at risk,-0.11496180666363713
